brakingPressure, currentGear, distanceCounter, electronicStabilityProgram, engineSpeed, fuelConsumption, gearSelection, lapDistance, laptime, lateralAcceleration, longitudinalAcceleration, longitudinalSlipRR, longitudinalSlipRL, longitudinalSlipFR, longitudinalSlipFL, pedalForce, sectorDistance, sectorTime, speed, steeringWheelAngle, timestamp, tirePressureFR, tirePressureFL, tirePressureRR, tirePressureRL, tripDistance, wpoCharismaDamper, wpoCharismaMotor, wpoCharismaTransmission, wpoOversteer, wpoUndersteer, latitude, longitude, yawVelocity
0.0, 5, 2674.433, deactivated, 7896, 0.0, -, 0.0, 61, -0.11416921, 0.14678898, 0.0, 0.0, 0.0, 0.0, 1.0, , 61, 226.88536, -0.3, 1664378599528, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07883267, -1.015095453, 0.0
0.0, 5, 2681.8462, deactivated, 7920, 0.0, -, 7.413086, 175, -0.09785932, 0.16309887, 0.0, 0.0, 0.0, 0.0, 1.0, , 175, 226.82642, -0.2, 1664378599642, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07884789, -1.014990196, 0.0
0.0, 5, 2686.875, deactivated, 7929, 0.0, -, 12.441895, 263, -0.04892966, 0.14678898, 0.0, 0.0, 0.0, 0.0, 1.0, , 263, 224.68652, 1.0, 1664378599730, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.078851, -1.01491703, 0.0
0.0, 5, 2693.1646, deactivated, 7959, 0.0, -, 18.731445, 359, -0.1304791, 0.16309887, 0.0, 0.0, 0.0, 0.0, 1.0, , 359, 226.90161, 1.1, 1664378599826, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07885481, -1.014825508, 0.0
0.0, 5, 2699.478, deactivated, 7977, 0.0, -, 25.044922, 461, -0.032619774, 0.14678898, 0.0, 0.0, 0.0, 0.0, 1.0, , 461, 228.96628, 1.6, 1664378599928, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07885855, -1.014733631, 0.0
0.0, 5, 2705.816, deactivated, 7995, 0.0, -, 31.382812, 565, -0.032619774, 0.14678898, 0.0, 0.0, 0.0, 0.0, 1.0, , 565, 226.90161, 2.2, 1664378600032, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07886225, -1.01464139, 0.0
0.0, 5, 2712.154, deactivated, 7980, 0.0, -, 37.720947, 665, 0.032619774, 0.06523955, 0.0, 0.0, 0.0, 0.0, 0.42400002, , 665, 228.96631, 3.6, 1664378600132, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07886591, -1.014549145, 0.0
0.0, 5, 2718.5193, deactivated, 7668, 0.0, -, 44.08618, 770, 0.016309887, -0.11416921, 0.0, 0.0, 0.0, 0.0, 0.42400002, , 770, 229.64946, 4.3, 1664378600237, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07886958, -1.014456504, 0.0
0.0, 5, 2724.8818, deactivated, 7905, 0.0, -, 50.44873, 862, -0.016309887, -0.21202852, 0.0, 0.0, 0.0, 0.0, 0.0, , 862, 230.71214, 4.2, 1664378600329, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07887325, -1.014363899, 0.0
14.7, 5, 2731.2527, deactivated, 7890, 0.0, -, 56.81958, 967, -0.016309887, -0.3751274, 0.0, 0.0, 0.0, 0.0, 0.0, , 967, 226.62325, 4.1, 1664378600434, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.0788769, -1.014271174, 0.0
18.9, 5, 2737.5728, deactivated, 7800, 0.0, -, 63.13965, 1079, -0.016309887, -0.71763504, 0.0, 0.0, 0.0, 0.0, 0.0, , 1079, 227.14464, 3.8, 1664378600546, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07888054, -1.01417919, 0.0
18.9, 5, 2743.8203, deactivated, 7662, 0.0, -, 69.38721, 1161, -0.016309887, -0.9785933, 0.0, 0.0, 0.0, 0.0, 0.0, , 1161, 224.73308, 3.8, 1664378600628, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.078892, -1.014089991, 0.0
41.7, 5, 2750.0212, deactivated, 7530, 0.0, -, 75.588135, 1260, 0.0, -1.141692, 0.0, 0.0, 0.0, 0.0, 0.0, , 1260, 221.19434, 4.2, 1664378600727, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07889562, -1.013999744, 0.0
41.7, 5, 2756.0273, deactivated, 7293, 0.0, -, 81.59424, 1362, 0.0, -1.2232416, 0.0, 0.0, 0.0, 0.0, 0.0, , 1362, 214.75175, 3.3, 1664378600829, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07889913, -1.013912335, 0.0
56.4, 5, 2761.9094, deactivated, 7098, 0.0, -, 87.47632, 1459, -0.032619774, -1.3537207, 0.0, 0.0, 0.0, 0.0, 0.0, , 1459, 210.45673, 2.4, 1664378600926, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.0789026, -1.013826731, 0.0
56.4, 5, 2767.6528, deactivated, 7068, 0.0, -, 93.21973, 1561, -0.06523955, -1.4352701, 0.0, 0.0, 0.0, 0.0, 0.0, , 1561, 204.0141, 2.6, 1664378601028, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07890594, -1.013743145, 0.0
48.0, 4, 2773.2551, deactivated, 6831, 0.0, -, 98.82202, 1661, -0.032619774, -1.2395514, 0.0, 0.0, 0.0, 0.0, 0.0, , 1661, 201.86667, 2.2, 1664378601128, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07890909, -1.013661599, 0.0
48.0, 4, 2778.6104, deactivated, 7014, 0.0, -, 104.177246, 1772, 0.016309887, -1.141692, 0.0, 0.0, 0.0, 0.0, 0.0, , 1772, 193.27658, 3.6, 1664378601239, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07891207, -1.013583645, 0.0
39.9, 4, 2783.7083, deactivated, 7815, 0.0, -, 109.27515, 1859, 0.0, -1.1580019, 0.0, 0.0, 0.0, 0.0, 0.0, , 1859, 193.27657, 3.3, 1664378601326, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07891492, -1.013509439, 0.0
39.9, 4, 2788.7795, deactivated, 7830, 0.0, -, 114.346436, 1981, -0.016309887, -1.1743119, 0.0, 0.0, 0.0, 0.0, 0.0, , 1981, 186.83405, 0.7, 1664378601448, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07891781, -1.013435628, 0.0
44.4, 4, 2793.8552, deactivated, 7545, 0.0, -, 119.42212, 2062, -0.17940876, -1.2232416, 0.0, 0.0, 0.0, 0.0, 0.0, , 2062, 184.68642, -2.3, 1664378601529, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07892072, -1.013361753, 0.0
44.4, 4, 2799.0186, deactivated, 7398, 0.0, -, 124.58545, 2163, -0.19571865, -1.1906219, 0.0, 0.0, 0.0, 0.0, 0.0, , 2163, 178.24426, -2.8, 1664378601630, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.0789316, -1.013288545, 0.0
40.8, 4, 2803.954, deactivated, 7182, 0.0, -, 129.521, 2262, -0.30988786, -1.1743119, 0.0, 0.0, 0.0, 0.0, 0.0, , 2262, 176.09682, -4.7, 1664378601729, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893421, -1.013216689, 0.0
40.8, 4, 2808.7795, deactivated, 6996, 0.0, -, 134.34644, 2365, -0.50560653, -1.1743119, 0.0, 0.0, 0.0, 0.0, 0.0, , 2365, 167.50584, -14.5, 1664378601832, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893657, -1.013146418, 0.0
38.4, 4, 2813.4248, deactivated, 6771, 0.0, -, 138.9917, 2463, -0.66870534, -1.1090723, 0.0, 0.0, 0.0, 0.0, 0.0, , 2463, 165.35542, -14.7, 1664378601930, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893854, -1.013078743, 0.0
38.4, 4, 2817.9885, deactivated, 6705, 0.0, -, 143.55542, 2560, -0.7339449, -1.0927625, 0.0, 0.0, 0.0, 0.0, 0.0, , 2560, 158.90776, -14.7, 1664378602027, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893993, -1.013012225, 0.0
33.3, 4, 2822.3901, deactivated, 6402, 0.0, -, 147.95703, 2665, -0.9622833, -1.0112131, 0.0, 0.0, 0.0, 0.0, 0.0, , 2665, 156.75983, -20.1, 1664378602132, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07894055, -1.012948037, 0.0
33.3, 4, 2826.76, deactivated, 6546, 0.0, -, 152.3269, 2779, -0.94597346, -0.66870534, 0.0, 0.0, 0.0, 0.0, 0.0, , 2779, 159.88266, -12.8, 1664378602246, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07894035, -1.012884307, 0.0
0.0, 4, 2831.169, deactivated, 6477, 0.0, -, 156.73584, 2875, -0.81549436, -0.32619774, 0.0, 0.0, 0.0, 0.0, 0.0, , 2875, 156.67908, -20.0, 1664378602342, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893923, -1.01282003, 0.0
0.0, 4, 2835.4983, deactivated, 6465, 0.0, -, 161.06519, 2964, -0.92966354, -0.2609582, 0.0, 0.0, 0.0, 0.0, 0.0, , 2964, 155.56053, -34.3, 1664378602431, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893748, -1.012756951, 0.0
0.0, 4, 2839.7866, deactivated, 6573, 0.0, -, 165.35352, 3066, -1.1743119, -0.22833842, 0.0, 0.0, 0.0, 0.0, 0.396, , 3066, 155.40027, -37.8, 1664378602533, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893532, -1.012694508, 0.0
0.0, 4, 2843.8777, deactivated, 6441, 0.0, -, 169.44458, 3164, -1.1906219, -0.04892966, 0.0, 0.0, 0.0, 0.0, 0.396, , 3164, 154.97366, -37.3, 1664378602631, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07894088, -1.01263553, 0.0
0.0, 4, 2848.0122, deactivated, 6462, 0.0, -, 173.5791, 3260, -1.2069317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.524, , 3260, 152.57115, -42.8, 1664378602727, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893705, -1.012575549, 0.0
0.0, 4, 2852.0896, deactivated, 6462, 0.0, -, 177.6565, 3364, -1.2558613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.524, , 3364, 154.57887, -44.1, 1664378602831, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07893213, -1.012516623, 0.0
0.0, 4, 2856.2285, deactivated, 6462, 0.0, -, 181.79541, 3458, -1.1743119, 0.032619774, 0.0, 0.0, 0.0, 0.0, 0.564, , 3458, 154.57498, -43.8, 1664378602925, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07892619, -1.012457033, 0.0
0.0, 4, 2860.434, deactivated, 6468, 0.0, -, 186.00098, 3561, -1.1580019, 0.032619774, 0.0, 0.0, 0.0, 0.0, 0.564, , 3561, 154.41759, -43.8, 1664378603028, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07891911, -1.012396784, 0.0
0.0, 4, 2864.6978, deactivated, 6474, 0.0, -, 190.26465, 3665, -1.3700305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.472, , 3665, 154.42128, -54.8, 1664378603132, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.016, 52.0789108, -1.01233608, 0.0
0.0, 4, 2868.9788, deactivated, 6474, 0.0, -, 194.54565, 3780, -1.304791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.472, , 3780, 152.4675, -54.5, 1664378603247, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.08, 52.07890139, -1.012275539, 0.0
0.0, 4, 2873.2432, deactivated, 6474, 0.0, -, 198.81006, 3859, -1.3374107, -0.04892966, 0.0, 0.0, 0.0, 0.0, 0.38799998, , 3859, 154.56598, -54.4, 1664378603326, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.072, 52.07889081, -1.012215763, 0.0
0.0, 4, 2877.51, deactivated, 6474, 0.0, -, 203.0769, 3958, -1.3863405, -0.06523955, 0.0, 0.0, 0.0, 0.0, 0.38799998, , 3958, 154.77522, -54.7, 1664378603425, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.136, 52.07887903, -1.012156543, 0.0
0.0, 4, 2881.7964, deactivated, 6471, 0.0, -, 207.36328, 4069, -1.3700305, -0.06523955, 0.0, 0.0, 0.0, 0.0, 0.396, , 4069, 152.62216, -56.9, 1664378603536, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.164, 52.07886607, -1.012097672, 0.0
0.0, 4, 2885.8472, deactivated, 6468, 0.0, -, 211.41406, 4161, -1.3863405, -0.06523955, 0.0, 0.0, 0.0, 0.0, 0.396, , 4161, 154.77391, -59.3, 1664378603628, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.172, 52.07885645, -1.012040694, 0.0
0.0, 4, 2890.1343, deactivated, 6429, 0.0, -, 215.70117, 4260, -1.3700305, -0.11416921, 0.0, 0.0, 0.0, 0.0, 0.32, , 4260, 152.62625, -60.2, 1664378603727, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.236, 52.07884124, -1.011983249, 0.0
0.0, 4, 2894.3745, deactivated, 6429, 0.0, -, 219.9414, 4359, -1.3211008, -0.09785932, 0.0, 0.0, 0.0, 0.0, 0.32, , 4359, 152.77423, -61.4, 1664378603826, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.28, 52.07882517, -1.011927175, 0.0
0.0, 4, 2898.617, deactivated, 6408, 0.0, -, 224.18384, 4464, -1.3374107, -0.09785932, 0.0, 0.0, 0.0, 0.0, 0.32, , 4464, 152.72743, -62.3, 1664378603931, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.308, 52.07880803, -1.011871908, 0.0
0.0, 4, 2902.8582, deactivated, 6396, 0.0, -, 228.42505, 4565, -1.3863405, -0.11416921, 0.0, 0.0, 0.0, 0.0, 0.32, , 4565, 152.77399, -62.3, 1664378604032, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.344, 52.07878991, -1.011817487, 0.0
0.0, 4, 2907.0886, deactivated, 6375, 0.0, -, 232.65552, 4675, -1.3374107, -0.09785932, 0.0, 0.0, 0.0, 0.0, 0.316, , 4675, 150.62053, -66.7, 1664378604142, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.34, 52.07877081, -1.011764138, 0.0
0.0, 4, 2911.2942, deactivated, 6348, 0.0, -, 236.86108, 4759, -1.304791, -0.11416921, 0.0, 0.0, 0.0, 0.0, 0.316, , 4759, 152.72498, -66.0, 1664378604226, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.368, 52.0787508, -1.011712104, 0.0
0.0, 4, 2915.511, deactivated, 6342, 0.0, -, 241.07788, 4864, -1.3537207, -0.1304791, 0.0, 0.0, 0.0, 0.0, 0.3, , 4864, 152.77713, -64.3, 1664378604331, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.42, 52.07872977, -1.011660944, 0.0
0.0, 4, 2919.7075, deactivated, 6318, 0.0, -, 245.27441, 4966, -1.304791, -0.11416921, 0.0, 0.0, 0.0, 0.0, 0.3, , 4966, 150.66902, -64.8, 1664378604433, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.42, 52.07870791, -1.011611072, 0.0
0.0, 4, 2923.6475, deactivated, 6348, 0.0, -, 249.21436, 5065, -1.4352701, -0.04892966, 0.0, 0.0, 0.0, 0.0, 0.71199995, , 5065, 150.62552, -64.4, 1664378604532, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.404, 52.07869744, -1.01155618, 0.0
0.0, 4, 2928.4553, deactivated, 6405, 0.0, -, 254.02222, 5175, -1.304791, 0.17940876, 0.0, 0.0, 0.0, 0.0, 0.71199995, , 5175, 150.27116, -63.9, 1664378604642, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.404, 52.07866292, -1.011514006, 0.0
0.0, 4, 2932.635, deactivated, 6405, 0.0, -, 258.2019, 5263, -1.2395514, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 5263, 151.86491, -63.0, 1664378604730, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.364, 52.07863829, -1.011467979, 0.0
0.0, 4, 2936.8484, deactivated, 6405, 0.0, -, 262.41528, 5364, -1.2721711, 0.21202852, 0.0, 0.0, 0.0, 0.0, 1.0, , 5364, 151.77895, -59.7, 1664378604831, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.468, 52.07861257, -1.01142288, 0.0
0.0, 4, 2941.0618, deactivated, 6429, 0.0, -, 266.62866, 5458, -1.2721711, 0.21202852, 0.0, 0.0, 0.0, 0.0, 1.0, , 5458, 151.7786, -53.4, 1664378604925, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.516, 52.07858617, -1.011378829, 0.0
0.0, 4, 2945.2754, deactivated, 6447, 0.0, -, 270.8423, 5582, -1.2069317, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 5582, 153.90149, -53.4, 1664378605049, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.332, 52.07855909, -1.011335874, 0.0
0.0, 4, 2949.524, deactivated, 6519, 0.0, -, 275.09082, 5675, -1.2558613, 0.21202852, 0.0, 0.0, 0.0, 0.0, 1.0, , 5675, 153.90555, -35.1, 1664378605142, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.196, 52.07853095, -1.011293994, 0.0
0.0, 4, 2953.8228, deactivated, 6543, 0.0, -, 279.38965, 5762, -1.1580019, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 5762, 153.85779, -30.4, 1664378605229, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.088, 52.07850167, -1.01125309, 0.0
0.0, 4, 2958.132, deactivated, 6570, 0.0, -, 283.69897, 5862, -1.1253822, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 5862, 155.94807, -30.6, 1664378605329, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.052, 52.0784716, -1.011213486, 0.0
0.0, 4, 2962.4636, deactivated, 6603, 0.0, -, 288.03052, 5958, -1.0927625, 0.27726808, 0.0, 0.0, 0.0, 0.0, 1.0, , 5958, 156.0064, -31.6, 1664378605425, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.02, 52.07844077, -1.011174915, 0.0
0.0, 4, 2966.7944, deactivated, 6636, 0.0, -, 292.36133, 6062, -1.1253822, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 6062, 155.84787, -35.9, 1664378605529, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.012, 52.07840945, -1.01113742, 0.0
0.0, 4, 2970.824, deactivated, 6684, 0.0, -, 296.39087, 6180, -0.99490315, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6180, 158.08272, -32.6, 1664378605647, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.004, 52.07838057, -1.011101959, 0.0
0.0, 4, 2975.2131, deactivated, 6765, 0.0, -, 300.78003, 6257, -1.1743119, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6257, 158.08324, -29.1, 1664378605724, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.004, 52.07834765, -1.011066697, 0.0
0.0, 4, 2979.6497, deactivated, 6765, 0.0, -, 305.21655, 6362, -1.1253822, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6362, 160.11038, -32.4, 1664378605829, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07831384, -1.0110324, 0.0
0.0, 4, 2984.0933, deactivated, 6801, 0.0, -, 309.66016, 6470, -1.1580019, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 6470, 160.21918, -35.5, 1664378605937, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07827944, -1.010999487, 0.0
0.0, 4, 2988.5637, deactivated, 6834, 0.0, -, 314.1306, 6566, -1.141692, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6566, 160.33138, -30.6, 1664378606033, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.004, 52.07824435, -1.010967732, 0.0
0.0, 4, 2993.0508, deactivated, 6894, 0.0, -, 318.61768, 6665, -1.0927625, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6665, 162.35222, -35.6, 1664378606132, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07820872, -1.010937088, 0.0
0.0, 4, 2998.4749, deactivated, 6930, 0.0, -, 324.04175, 6763, -1.1906219, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6763, 164.49457, -36.3, 1664378606230, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07816501, -1.010902067, 0.0
0.0, 4, 3002.1064, deactivated, 6996, 0.0, -, 327.67334, 6859, -1.2721711, 0.21202852, 0.0, 0.0, 0.0, 0.0, 1.0, , 6859, 164.49117, -34.8, 1664378606326, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.0781354, -1.010879795, 0.0
0.0, 4, 3007.613, deactivated, 6996, 0.0, -, 333.17993, 6964, -1.1580019, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 6964, 164.59914, -32.7, 1664378606431, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07808997, -1.010847942, 0.0
0.0, 4, 3011.29, deactivated, 7077, 0.0, -, 336.85693, 7066, -1.1253822, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 7066, 164.49097, -33.0, 1664378606533, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07805929, -1.010828014, 0.0
0.0, 4, 3015.4644, deactivated, 7095, 0.0, -, 341.03125, 7167, -1.0927625, 0.22833842, 0.0, 0.0, 0.0, 0.0, 1.0, , 7167, 166.63142, -30.1, 1664378606634, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07802464, -1.010804687, 0.0
0.0, 4, 3020.1047, deactivated, 7116, 0.0, -, 345.67163, 7286, -0.94597346, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 7286, 168.82217, -24.1, 1664378606753, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07798525, -1.010782457, 0.0
0.0, 4, 3024.7676, deactivated, 7122, 0.0, -, 350.33447, 7365, -0.9785933, 0.27726808, 0.0, 0.0, 0.0, 0.0, 1.0, , 7365, 168.76991, -18.6, 1664378606832, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07794536, -1.010761619, 0.0
0.0, 4, 3029.4673, deactivated, 7185, 0.0, -, 355.03418, 7464, -0.7828746, 0.2609582, 0.0, 0.0, 0.0, 0.0, 1.0, , 7464, 170.73773, -16.1, 1664378606931, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07790489, -1.010742015, 0.0
0.0, 4, 3034.1912, deactivated, 7218, 0.0, -, 359.75806, 7569, -0.55453616, 0.27726808, 0.0, 0.0, 0.0, 0.0, 1.0, , 7569, 168.71832, -14.9, 1664378607036, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07786401, -1.010723419, 0.0
0.0, 4, 3038.9124, deactivated, 7281, 0.0, -, 364.47925, 7665, -0.7013252, 0.27726808, 0.0, 0.0, 0.0, 0.0, 1.0, , 7665, 170.85419, -14.5, 1664378607132, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.077823, -1.010705766, 0.0
0.0, 4, 3043.6545, deactivated, 7314, 0.0, -, 369.22144, 7766, -0.570846, 0.24464832, 0.0, 0.0, 0.0, 0.0, 1.0, , 7766, 172.93259, -12.7, 1664378607233, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07778167, -1.010688896, 0.0
0.0, 4, 3048.4277, deactivated, 7347, 0.0, -, 373.99463, 7864, -0.570846, 0.29357797, 0.0, 0.0, 0.0, 0.0, 1.0, , 7864, 173.04768, -11.3, 1664378607331, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07773994, -1.01067277, 0.0
0.0, 4, 3053.247, deactivated, 7395, 0.0, -, 378.81396, 7976, -0.42405704, 0.27726808, 0.0, 0.0, 0.0, 0.0, 1.0, , 7976, 172.87657, -11.0, 1664378607443, 1.5, 1.5, 1.6, 1.6, 0, profile_8, efficiency, position_M_brief, 0.0, 0.0, 52.07769768, -1.010657373, 0.0
